Chromosome_MM1S_Pol2_DMSO	TSSR_Start_MM1S_Pol2_DMSO	TSSR_End_MM1S_Pol2_DMSO	GeneBody_Start_MM1S_Pol2_DMSO	GeneBody_End_MM1S_Pol2_DMSO	Strand_MM1S_Pol2_DMSO	Symbol_MM1S_Pol2_DMSO	IsOverlapped_MM1S_Pol2_DMSO	Traveling_Ratio_MM1S_Pol2_DMSO	reads.Promoter_MM1S_Pol2_DMSO	reads.TSSR_MM1S_Pol2_DMSO	reads.GeneBody_MM1S_Pol2_DMSO	reads.TESR_MM1S_Pol2_DMSO	iRatio_MM1S_Pol2_DMSO	Traveling_Ratio_MM1S_Pol2_JQKD82	reads.Promoter_MM1S_Pol2_JQKD82	reads.TSSR_MM1S_Pol2_JQKD82	reads.GeneBody_MM1S_Pol2_JQKD82	reads.TESR_MM1S_Pol2_JQKD82	iRatio_MM1S_Pol2_JQKD82
chr3	178865461	178865791	178819158	178865461	-	LOC101928739	N	6.35869266684977	24	14	308	30	0.714285714285714	9.2934738977035	63	19	286	29	1.37142857142857
chr3	178866280	178866610	178866610	178957881	+	PIK3CA	Y	2.48700088897366	26	8	887	9	1.28571428571429	8.56171357963992	52	29	934	13	0.757142857142857
chr3	178984538	178984868	178957536	178984538	-	KCNMB3	Y	0	8	0	184	37	3.85714285714286	0.427120735198747	5	1	191	25	1.28571428571429
chr3	179040748	179041078	179041078	179053323	+	ZNF639	N	6.68139510264574	29	67	371	57	0.189075630252101	7.62533151910703	36	81	393	74	0.193379790940767
chr3	179065449	179065779	179065779	179111008	+	MFN1	N	10.3520095211938	37	45	594	46	0.354037267080745	14.4068221962684	41	66	626	71	0.26865671641791
chr3	179169071	179169401	179113875	179169071	-	GNB4	N	2.60967618399217	12	10	639	43	0.506493506493507	3.93695837133119	8	14	593	68	0.257142857142857
chr3	179280637	179280967	179280967	179306193	+	ACTL6A	N	13.9748152175586	39	108	589	143	0.157273918741809	14.7305339054051	26	115	595	145	0.0997536945812808
chr3	179322134	179322464	179306254	179322134	-	MRPL47	N	8.78922934680696	165	85	464	127	0.827242524916944	10.9318903208536	193	108	474	135	0.762778505897772
chr3	179322544	179322874	179322874	179342288	+	NDUFB5	N	27.3051880404209	122	108	232	43	0.483617300131062	28.3465672345826	161	130	269	44	0.529989094874591
chr3	179370902	179371232	179371232	179507189	+	USP13	N	19.8401117723635	125	101	2091	60	0.529411764705882	28.1230270017744	194	147	2147	78	0.564671814671815
chr3	179754541	179754871	179512746	179754541	-	PEX5L	Y	2.77889305021024	11	8	2103	66	0.571428571428572	2.48108227754397	5	7	2061	88	0.321428571428571
chr3	179615951	179616281	179616281	179639687	+	PEX5L-AS2	Y	1.67573488352114	5	5	211	23	0.428571428571429	2.0204574881312	5	5	175	37	0.428571428571429
chr3	180131930	180132260	180132260	180140289	+	LOC100505609	N	1.26025032369443	9	4	77	11	0.857142857142857	2.42598187311178	5	6	60	18	0.36734693877551
chr3	180319887	180320217	180320217	180336135	+	TTC14	Y	11.5033171129202	73	94	393	45	0.333834586466165	8.99816781990059	38	87	465	69	0.189935064935065
chr3	180396983	180397313	180331795	180396983	-	CCDC39	Y	2.41281003779905	41	8	653	130	2	4.48803690174384	45	17	746	164	1.0952380952381
chr3	180587666	180587996	180425377	180587666	-	LOC101928882	N	1.07052863494241	5	3	1374	38	0.642857142857143	1.33415541443163	10	4	1470	36	0.942857142857143
chr3	180630203	180630533	180630533	180700539	+	FXR1	N	7.26292931515278	45	58	1689	101	0.334140435835351	12.2276202449776	64	101	1747	131	0.273109243697479
chr3	180707262	180707592	180701497	180707262	-	DNAJC19	N	12.6806913097565	19	99	136	125	0.0857142857142857	9.30279495737176	40	102	191	141	0.170596393897365
chr3	180774437	180774767	180774767	181460013	+	SOX2-OT	Y	1.84184397544376	5	5	5620	31	0.428571428571429	0.359103664943416	9	1	5765	31	2.14285714285714
chr3	181159974	181160304	181138950	181159974	-	LOC102724604	Y	0.4291867396097	4	1	148	35	1.07142857142857	1.10149660339137	8	3	173	30	0.964285714285714
chr3	181429681	181430011	181430011	181432223	+	SOX2	Y	4.05200036619976	74	80	132	56	0.396825396825397	3.90525736228365	120	125	214	90	0.41156462585034
chr3	181670121	181670451	181670451	181728464	+	LINC01206	N	0.357691596275973	5	1	490	44	1.28571428571429	0.387763013662006	3	1	452	37	0.857142857142857
chr3	182203850	182204180	182164757	182203850	-	FLJ46066	N	2.14743202416918	10	6	330	42	0.673469387755102	1.15792903264025	4	3	306	24	0.535714285714286
chr3	182224612	182224942	182216077	182224612	-	LOC105374244	N	1.53961311268431	9	4	67	29	0.857142857142857	0.874187106354652	5	2	59	48	0.857142857142857
chr3	182511260	182511590	182511590	182639421	+	ATP11B	N	7.76414729798363	88	58	2885	143	0.646489104116223	11.2740660458434	130	90	3083	183	0.616954474097331
chr3	182703441	182703771	182655945	182703441	-	DCUN1D1	N	0.407657580335073	9	2	704	77	1.42857142857143	1.06953144058096	4	6	805	100	0.306122448979592
chr3	182817075	182817405	182733005	182817075	-	MCCC1	N	11.0731743457609	53	48	1101	68	0.472303206997085	11.0966914029273	61	54	1236	65	0.483116883116883
chr3	182880367	182880697	182840002	182880367	-	LAMP3	N	6.89607610415768	19	19	336	22	0.428571428571429	13.825915126818	10	39	344	23	0.117857142857143
chr3	183145757	183146087	182895791	183145757	-	MCF2L2	Y	8.49206614979556	61	28	2490	28	0.916256157635468	6.49750521936701	100	22	2557	22	1.88198757763975
chr3	182971001	182971331	182971331	182991179	+	B3GNT5	Y	0	4	0	188	48	2.14285714285714	2.23280516809153	8	7	188	42	0.482142857142857
chr3	183165365	183165695	183165695	183173800	+	LINC00888	N	9.55087613293051	37	39	100	29	0.407142857142857	19.3583081570997	41	83	105	44	0.214285714285714
chr3	183273199	183273529	183205318	183273199	-	KLHL6	Y	8.09532517093337	24	57	1444	271	0.184729064039409	7.67741265783562	41	73	1950	348	0.243243243243243
chr3	183266492	183266822	183266822	183270114	+	KLHL6-AS1	Y	0.57396002788752	14	3	52	170	1.60714285714286	0	12	0	55	214	5.57142857142857
chr3	183353380	183353710	183353710	183402304	+	KLHL24	N	10.9561708075935	28	55	737	32	0.221938775510204	18.6123190200254	59	116	915	52	0.21978021978022
chr3	183415575	183415905	183415905	183530413	+	YEATS2	N	13.3861626305541	70	96	2481	193	0.313696612665685	20.3580114479287	63	148	2515	184	0.184084372003835
chr3	183543093	183543423	183533663	183543093	-	MAP6D1	N	0.485666712441637	14	3	176	183	1.60714285714286	0.708767341540034	18	5	201	191	1.35714285714286
chr3	183602396	183602726	183547172	183602396	-	PARL	N	12.5809611596722	31	65	862	76	0.207792207792208	17.0482412478625	43	89	871	77	0.20952380952381
chr3	183735448	183735778	183637723	183735448	-	ABCC5	Y	4.10537260242322	15	12	863	27	0.527472527472527	6.02540230593748	25	17	833	30	0.619047619047619
chr3	183724095	183724425	183724425	183729207	+	ABCC5-AS1	Y	2.66186993162665	11	7	38	25	0.642857142857143	3.94095028838231	14	12	44	29	0.494505494505495
chr3	183749301	183749631	183749631	183757157	+	HTR3D	N	2.9921291143266	7	5	38	29	0.571428571428572	0.48383364401877	3	1	47	25	0.857142857142857
chr3	183770804	183771134	183771134	183778461	+	HTR3C	N	1.02971966556594	5	2	43	32	0.857142857142857	1.05423680046037	6	2	42	32	1
chr3	183822666	183822996	183812905	183822666	-	HTR3E-AS1	Y	1.47462235649547	5	3	60	28	0.642857142857143	0.578283277057046	5	1	51	39	1.28571428571429
chr3	183814821	183815151	183815151	183824783	+	HTR3E	Y	2.0787656452309	12	4	56	28	1.11428571428571	0	5	0	50	29	2.57142857142857
chr3	183852779	183853109	183853109	183863099	+	EIF2B5	N	4.05460612346124	29	45	335	75	0.279503105590062	3.89940588907038	38	54	418	85	0.303896103896104
chr3	183873253	183873583	183873583	183891314	+	DVL3	N	4.22234458946616	32	16	203	82	0.831932773109244	3.79794381566488	27	19	268	102	0.6
chr3	183892603	183892933	183892933	183901879	+	AP2M1	N	7.24023521795425	20	30	112	243	0.290322580645161	9.52704175127532	31	43	122	269	0.311688311688312
chr3	183903832	183904162	183904162	183911795	+	ABCF3	N	5.91000755287009	122	41	160	75	1.25510204081633	9.43504531722054	135	72	176	72	0.798434442270059
chr3	183948186	183948516	183948516	183960117	+	VWA5B2	Y	0.299584269372789	7	1	117	57	1.71428571428571	0.669771200954452	19	3	157	112	2.14285714285714
chr3	183967013	183967343	183960116	183967013	-	ALG3	Y	7.04244192103344	77	98	290	75	0.337662337662338	6.55342111763476	71	100	318	119	0.305516265912305
chr3	183967414	183967744	183967744	184010819	+	ECE2	Y	14.544944019904	224	38	340	30	2.47252747252747	13.6793806646526	210	37	352	31	2.3796992481203
chr3	183978951	183979281	183977002	183978951	-	CAMK2N2	Y	2.94561933534743	12	8	16	33	0.619047619047619	2.29103726082578	29	7	18	23	1.60714285714286
chr3	184016855	184017185	184017185	184026842	+	PSMD2	N	5.19036137578434	32	37	208	58	0.37218045112782	8.15884652281611	28	59	211	57	0.207142857142857
chr3	184032252	184032582	184032582	184053146	+	EIF4G1	Y	5.96417857867262	57	163	1698	173	0.151567944250871	8.5380979741627	37	224	1630	208	0.0723809523809524
chr3	184053686	184054016	184054016	184064063	+	FAM131A	Y	10.5587810324445	90	48	138	48	0.795918367346939	11.6900790002064	109	62	161	72	0.748299319727891
chr3	184079139	184079469	184063972	184079139	-	CLCN2	Y	5.33576128791955	42	17	146	38	1.02380952380952	5.97714435833443	62	27	207	58	0.964285714285714
chr3	184079471	184079801	184079801	184086383	+	POLR2H	N	1.57255673434975	22	17	215	77	0.547619047619048	2.27676564232455	38	34	297	104	0.477551020408163
chr3	184097176	184097506	184089722	184097176	-	THPO	N	1.18540308475115	5	3	57	88	0.642857142857143	1.52695990578115	7	4	59	114	0.685714285714286
chr3	184097830	184098160	184098160	184107623	+	CHRD	N	1.12126058882768	6	2	51	17	1	2.31828202825182	7	3	37	11	0.857142857142857
chr3	184119294	184119624	184119624	184157436	+	LOC105374250	N	3.87980391039161	7	9	265	27	0.342857142857143	3.12127515559738	3	5	183	26	0.285714285714286
chr3	184274406	184274736	184264501	184274406	-	EIF2B5-AS1	N	1.06883901596893	6	2	56	19	1	1.63240867893436	4	3	55	15	0.535714285714286
chr3	184279556	184279886	184279886	184300196	+	EPHB3	N	5.57841252403186	12	8	88	19	0.619047619047619	2.25183624823304	11	4	109	14	1.02857142857143
chr3	184429536	184429866	184428154	184429536	-	MAGEF1	N	3.03259916187506	24	45	62	33	0.232919254658385	4.61478107949678	28	74	67	27	0.165714285714286
chr3	184490643	184490973	184474176	184490643	-	LOC101928992	N	0.552802954011413	2	1	90	9	0.642857142857143	1.34465583408182	4	3	111	10	0.535714285714286
chr3	184529900	184530230	184530230	184770402	+	VPS8	N	6.93158375345031	11	25	2617	38	0.197802197802198	11.5711885179923	25	41	2571	45	0.26530612244898
chr3	184870502	184870832	184795837	184870502	-	C3orf70	N	6.56349731427805	15	19	653	20	0.342857142857143	16.606898596927	24	48	652	20	0.21865889212828
chr3	184880658	184880988	184880988	184909743	+	EHHADH-AS1	Y	1.61630014754444	7	4	215	36	0.685714285714286	0.823470454317664	6	2	211	36	1
chr3	184971586	184971916	184908411	184971586	-	EHHADH	Y	10.4168758776222	18	31	568	32	0.254464285714286	11.7817313789116	24	35	567	23	0.297619047619048
chr3	185000698	185001028	185001028	185206882	+	MAP3K13	N	19.0411765746085	111	68	2221	103	0.695652173913043	29.1968352627093	149	113	2407	136	0.56390977443609
chr3	185216545	185216875	185207388	185216545	-	TMEM41A	N	7.43637080114159	28	68	253	127	0.180124223602484	10.1346790168542	44	100	273	151	0.190947666195191
chr3	185270069	185270399	185225569	185270069	-	LIPH	N	2.25199512163031	9	10	597	23	0.38961038961039	0.971416970818853	11	5	692	22	0.857142857142857
chr3	185304000	185304330	185304330	185348885	+	SENP2	N	16.9616160307137	148	141	1119	108	0.449698189134809	26.4100233163677	199	196	999	122	0.435097897026831
chr3	185542527	185542857	185361526	185542527	-	IGF2BP2	Y	4.04357339129452	71	17	2299	73	1.71428571428571	7.00769547447253	108	30	2341	59	1.50691244239631
chr3	185431009	185431339	185431339	185447575	+	IGF2BP2-AS1	Y	0.743248191888675	5	3	198	47	0.642857142857143	3.14787469505792	12	12	187	43	0.428571428571429
chr3	185655624	185655954	185632357	185655624	-	TRA2B	N	7.67050791181837	112	529	4848	720	0.0913746630727763	10.4689518152491	125	659	4425	626	0.0818181818181818
chr3	185677727	185678057	185678057	185698665	+	LOC344887	N	1.50635902933437	4	3	124	27	0.535714285714286	1.84482488530827	2	4	135	37	0.257142857142857
chr3	185826601	185826931	185764105	185826601	-	ETV5	N	5.60829768777482	5	15	505	39	0.160714285714286	12.6541131838211	42	38	567	24	0.472527472527473
chr3	186079723	186080053	185864989	186079723	-	DGKG	N	3.23295460248316	7	9	1806	31	0.342857142857143	4.55526897763573	18	12	1709	41	0.626373626373626
chr3	186211150	186211480	186172769	186211150	-	LOC253573	N	2.46718518994665	6	6	282	24	0.428571428571429	0	1	0	284	23	0.857142857142857
chr3	186261867	186262197	186256231	186261867	-	CRYGS	N	1.73188591325721	13	6	59	42	0.857142857142857	1.3100162677202	9	6	78	45	0.612244897959184
chr3	186288032	186288362	186263855	186288032	-	TBCCD1	N	14.5357738281684	159	119	598	51	0.571428571428571	16.9317525800963	196	156	673	49	0.537761601455869
chr3	186288434	186288764	186288764	186303589	+	DNAJB11	N	6.96898088600401	203	110	707	96	0.787644787644788	11.398826040029	262	156	613	99	0.717925386715196
chr3	186330819	186331149	186331149	186339107	+	AHSG	N	2.6351032570459	10	8	73	24	0.523809523809524	0.375708081570997	3	1	64	38	0.857142857142857
chr3	186358118	186358448	186358448	186370797	+	FETUB	N	0.769302644283178	7	2	97	26	1.14285714285714	0.948589277484766	3	3	118	31	0.428571428571429
chr3	186383710	186384040	186384040	186396029	+	HRG	N	1.06539896925538	3	3	102	23	0.428571428571429	0.470435908502374	5	1	77	34	1.28571428571429
chr3	186435067	186435397	186435397	186462199	+	KNG1	N	1.32025811112571	4	3	184	26	0.535714285714286	0.519075838562243	3	1	156	25	0.857142857142857
chr3	186501330	186501660	186501660	186507685	+	EIF4A2	Y	6.176845058265	513	912	2688	650	0.241276795493663	9.2838676707099	569	1230	2412	820	0.198444934431937
chr3	186524184	186524514	186507681	186524184	-	RFC4	Y	8.90917846243502	123	176	985	1557	0.300242130750605	9.33585983496567	138	223	1191	1322	0.26594387755102
chr3	186543010	186543340	186528668	186543010	-	LOC102724699	N	2.08830488115604	6	4	83	102	0.6	0.825377643504532	7	2	105	96	1.14285714285714
chr3	186560432	186560762	186560762	186576252	+	ADIPOQ	Y	0	8	0	126	39	3.85714285714286	0.866677856103838	5	2	108	35	0.857142857142857
chr3	186573612	186573942	186569675	186573612	-	ADIPOQ-AS1	Y	0	5	0	39	34	2.57142857142857	3.75703609476864	9	6	19	33	0.612244897959184
chr3	186648284	186648614	186648614	186796341	+	ST6GAL1	N	2.46084698150209	31	33	5985	164	0.403361344537815	3.67231067278962	41	60	7292	221	0.295081967213115
chr3	186856963	186857293	186838740	186856963	-	RPL39L	N	15.8770181971475	85	62	215	35	0.585034013605442	19.7641955225037	123	98	273	45	0.536796536796537
chr3	186925117	186925447	186914877	186925117	-	LOC101929106	Y	1.27148946736746	4	3	73	36	0.535714285714286	0.468781470292044	5	1	66	36	1.28571428571429
chr3	186915243	186915573	186915573	186919253	+	RTP1	Y	0.529564091497626	9	1	21	31	2.14285714285714	1.96250222143238	5	3	17	28	0.642857142857143
chr3	187009510	187009840	186933872	187009510	-	MASP1	Y	0	2	0	541	41	1.28571428571429	0.467314143791819	6	1	489	34	1.5
chr3	187009029	187009359	187009359	187015721	+	LOC101929130	Y	0.582532271354024	5	1	33	24	1.28571428571429	0.468867437919092	3	1	41	29	0.857142857142857
chr3	187086137	187086467	187086467	187089369	+	RTP4	N	4.98708607309993	44	29	51	27	0.642857142857143	7.58976295607716	77	45	52	37	0.726708074534162
chr3	187387901	187388231	187386693	187387901	-	SST	N	1.21752265861027	2	3	9	28	0.321428571428571	1.21752265861027	12	3	9	40	1.39285714285714
chr3	187420045	187420375	187416046	187420045	-	RTP2	Y	2.10166819913306	5	4	23	14	0.514285714285714	1.45015105740181	5	3	25	29	0.642857142857143
chr3	187420123	187420453	187420453	187450203	+	LOC100131635	Y	1.7798450539918	7	4	202	31	0.685714285714286	1.27794561933535	5	3	211	24	0.642857142857143
chr3	187463213	187463543	187439164	187463213	-	BCL6	Y	6.5067412183794	10	18	201	24	0.24812030075188	9.08232628398792	9	25	200	19	0.164835164835165
chr3	187693895	187694225	187676562	187693895	-	LOC105374266	N	0.489425981873112	5	1	107	38	1.28571428571429	1.57105740181269	6	3	100	23	0.75
chr3	187871576	187871906	187868993	187871576	-	LPP-AS2	Y	5.94792116242267	22	16	21	34	0.579831932773109	4.62616090410652	29	16	27	31	0.756302521008403
chr3	187871630	187871960	187871960	188608460	+	LPP	Y	6.8451565956265	10	17	5526	43	0.261904761904762	7.67268465465153	17	18	5220	27	0.406015037593985
chr3	187896300	187896630	187896630	187898596	+	FLJ42393	Y	1.69788519637462	2	2	7	27	0.428571428571429	0.66028868747902	9	1	9	24	2.14285714285714
chr3	188286154	188286484	188280024	188286154	-	LPP-AS1	Y	1.25577346510318	10	4	59	33	0.942857142857143	1.57639647746995	3	4	47	34	0.342857142857143
chr3	188665128	188665458	188659503	188665128	-	TPRG1-AS1	N	1.99964457081926	5	4	34	24	0.514285714285714	1.37813342042949	4	3	37	22	0.535714285714286
chr3	188889732	188890062	188890062	189041271	+	TPRG1	Y	1.29047399593767	9	3	1062	53	1.07142857142857	0.445685653231155	4	1	1025	53	1.07142857142857
chr3	188958083	188958413	188956474	188958083	-	TPRG1-AS2	Y	0.648539778449144	3	2	15	24	0.571428571428572	0.442186212578962	3	1	11	29	0.857142857142857
chr3	189349185	189349515	189349515	189615068	+	TP63	Y	1.16384614935107	5	3	2068	35	0.642857142857143	0.832670415795885	0	2	1927	33	0.142857142857143
chr3	189839926	189840256	189674516	189839926	-	P3H2	Y	2.03971884826438	9	5	1225	31	0.714285714285714	1.25245894191673	3	3	1197	18	0.428571428571429
chr3	189838722	189839052	189839052	189862635	+	P3H2-AS1	Y	2.71062655983187	10	7	184	3	0.589285714285714	0.419122089923583	18	1	170	8	4.07142857142857
chr3	190039935	190040265	190023489	190039935	-	CLDN1	N	1.05720897345247	8	3	141	28	0.964285714285714	2.12952093223997	8	6	140	32	0.551020408163265
chr3	190105630	190105960	190105960	190129932	+	CLDN16	N	0.818372676532336	10	2	177	34	1.57142857142857	1.71422442303223	10	4	169	33	0.942857142857143
chr3	190167365	190167695	190146444	190167365	-	TMEM207	N	1.49605820626039	12	4	169	40	1.11428571428571	2.78276235535541	6	7	159	25	0.375
chr3	190231809	190232139	190232139	190374986	+	IL1RAP	N	2.87470411112592	18	8	1201	44	0.904761904761905	6.91960686833148	32	19	1185	26	0.707142857142857
chr3	190580165	190580495	190570525	190580165	-	GMNC	N	4.64341696221376	52	11	69	31	1.89285714285714	4.57708243418213	62	11	70	32	2.25
chr3	190930291	190930621	190930621	190967910	+	OSTN	Y	1.2113829061495	6	3	279	42	0.75	0.37304175586723	9	1	302	45	2.14285714285714
chr3	190952094	190952424	190931083	190952094	-	OSTN-AS1	Y	1.56741635895714	5	4	162	42	0.514285714285714	0.755718601640052	5	2	168	31	0.857142857142857
chr3	191048025	191048355	190984943	191048025	-	UTS2B	Y	1.5519794916205	18	5	614	34	1.35714285714286	1.96767193362386	15	7	678	28	0.857142857142857
chr3	191046843	191047173	191047173	191116459	+	CCDC50	Y	11.588361943092	26	63	1138	63	0.180803571428571	9.77670717541556	26	56	1199	85	0.203007518796992
chr3	191143282	191143612	191143612	191308145	+	LINCR-0002	Y	0.361251141712921	5	1	1376	30	1.28571428571429	2.55568931103845	12	6	1167	29	0.795918367346939
chr3	192445088	192445418	191857181	192445088	-	FGF12	Y	1.56731268448964	6	4	4533	26	0.6	2.40075300702575	6	6	4439	18	0.428571428571429
chr3	191956388	191956718	191956718	192000884	+	FGF12-AS1	Y	1.52497194648252	6	4	350	39	0.6	1.18784906810582	3	3	337	38	0.428571428571429
chr3	192635650	192635980	192514604	192635650	-	MB21D2	N	10.9312770918166	18	44	1472	34	0.180952380952381	17.6129714082226	49	76	1578	63	0.278293135435993
chr3	192958886	192959216	192959216	192988644	+	HRASLS	Y	3.18957365233766	15	8	223	38	0.761904761904762	4.98557190049976	26	12	214	32	0.89010989010989
chr3	192959537	192959867	192959867	192961761	+	MGC2889	Y	0.520461411700082	16	1	11	34	3.64285714285714	0.817867932671558	24	2	14	27	3.57142857142857
chr3	193096214	193096544	192992830	193096214	-	ATP13A5	Y	0	8	0	766	40	3.85714285714286	1.27140321463269	7	3	737	32	0.857142857142857
chr3	193025002	193025332	193025332	193032310	+	ATP13A5-AS1	Y	0	4	0	29	38	2.14285714285714	0.569853841757165	5	1	37	34	1.28571428571429
chr3	193272611	193272941	193116755	193272611	-	ATP13A4	Y	1.44437751376198	8	4	1304	18	0.771428571428571	0.849174155971875	9	2	1109	29	1.42857142857143
chr3	193270971	193271301	193271301	193273373	+	ATP13A4-AS1	Y	0.596460940871817	7	2	21	44	1.14285714285714	2.08761329305136	8	4	12	35	0.771428571428571
chr3	193310902	193311232	193311232	193415600	+	OPA1	Y	9.93786310567489	40	70	2221	81	0.24748490945674	20.4000747850991	51	138	2133	72	0.16032887975334
chr3	193344821	193345151	193336387	193344821	-	OPA1-AS1	Y	1.76967942262504	16	15	216	90	0.455357142857143	1.07866174331431	26	8	189	82	1.28571428571429
chr3	193721148	193721478	193675160	193721148	-	LOC647323	Y	2.36062388173525	6	7	412	43	0.375	4.28105139336701	7	11	357	35	0.285714285714286
chr3	193711727	193712057	193710882	193711727	-	DPPA2P3	Y	0.638972809667674	8	1	4	35	1.92857142857143	2.55589123867069	5	4	4	30	0.514285714285714
chr3	193788459	193788789	193723244	193788459	-	LOC285389	N	23.2198421882118	128	68	577	35	0.801242236024845	31.3033853799023	166	85	535	37	0.832225913621263
chr3	193853900	193854230	193854230	193856401	+	HES1	N	2.43803064136704	102	188	506	335	0.233560090702948	2.75899478165339	84	185	440	324	0.195852534562212
chr3	193967642	193967972	193920804	193967642	-	LOC100505920	Y	0	6	0	502	33	3	0.821126999246174	4	3	517	36	0.535714285714286
chr3	193965406	193965736	193965736	193975561	+	LOC101929337	Y	1.20347840287417	7	3	74	32	0.857142857142857	1.219964408393	5	3	73	34	0.642857142857143
chr3	194030293	194030623	194018988	194030293	-	LINC00887	N	0	7	0	484	18	3.42857142857143	0.199749121040264	0	3	513	18	0.107142857142857
chr3	194071757	194072087	194060493	194071757	-	CPN2	N	1.79122276991573	5	3	57	28	0.642857142857143	0.415039422297546	5	1	82	25	1.28571428571429
chr3	194090172	194090502	194075975	194090172	-	LRRC15	N	1.53193785066897	6	3	84	23	0.75	1.99508185203401	2	4	86	14	0.257142857142857
chr3	194119695	194120025	194115549	194119695	-	GP5	N	2.89123867069486	8	6	26	29	0.551020408163265	1.10547360938333	11	3	34	28	1.28571428571429
chr3	194188668	194188998	194123402	194188668	-	ATP13A3	N	2.29280545211832	22	14	1204	52	0.657142857142857	2.36472001426963	15	13	1084	61	0.489795918367347
chr3	194207838	194208168	194208168	194209274	+	LINC00884	N	3.22908636316283	194	84	87	34	0.983193277310924	4.62315621112493	239	141	102	46	0.724346076458753
chr3	194304966	194305296	194305296	194311561	+	TMEM44-AS1	Y	11.0584188328198	245	59	101	35	1.75714285714286	10.951536790592	306	70	121	34	1.85311871227364
chr3	194353850	194354180	194308401	194353850	-	TMEM44	Y	8.6963746223565	26	19	300	351	0.578571428571429	12.1895040742114	40	34	383	417	0.502040816326531
chr3	194392906	194393236	194361516	194392906	-	LSG1	N	6.85375612480642	33	43	595	71	0.331168831168831	6.87687165979733	35	43	593	75	0.350649350649351
chr3	194406591	194406921	194406921	194409766	+	FAM43A	N	11.4091331629096	86	138	104	31	0.268242548818088	10.4721512123325	144	285	234	27	0.217282717282717
chr3	194429119	194429449	194429449	194502897	+	LOC100507391	N	0.417891341082493	5	1	531	26	1.28571428571429	1.3367488079205	5	3	498	28	0.642857142857143
chr3	194991595	194991925	194789007	194991595	-	XXYLT1	Y	17.1432740746609	42	47	1678	32	0.383928571428571	20.303271877813	58	55	1658	31	0.451530612244898
chr3	194815286	194815616	194815616	194816786	+	XXYLT1-AS1	Y	2.75159449479691	7	7	9	29	0.428571428571429	0.589627391742195	6	1	6	27	1.5
chr3	194868569	194868899	194868899	194873585	+	XXYLT1-AS2	Y	1.04118535631775	9	5	68	37	0.714285714285714	1.3485829377068	11	6	63	43	0.73469387755102
chr3	195163517	195163847	194995464	195163517	-	ACAP2	N	21.5922923594306	43	109	2563	136	0.171428571428571	32.9685722132852	40	160	2464	180	0.109139307897072
chr3	195269924	195270254	195241217	195269924	-	PPP1R2	N	17.1128662972647	75	220	1115	136	0.147382029734971	30.274069429402	96	333	954	80	0.124465355004277
chr3	195310776	195311106	195295572	195310776	-	APOD	N	0.450358391090575	9	1	102	34	2.14285714285714	1.37809667673716	3	3	100	33	0.428571428571429
chr3	195378730	195379060	195373505	195378730	-	LOC105374297	N	0	0	0	0	4	0.428571428571429	0	0	0	3	1	0.428571428571429
chr3	195384879	195385209	195385209	195415735	+	SDHAP2	Y	1.53710976837865	5	1	60	33	1.28571428571429	3.79013367545421	4	3	73	36	0.535714285714286
chr3	195415338	195415668	195415668	195438746	+	LINC00969	Y	0	5	0	377	43	2.57142857142857	0	7	0	487	41	3.42857142857143
chr3	195447722	195448052	195448052	195460424	+	MUC20	N	2.4920443101712	8	4	60	30	0.771428571428571	1.557527693857	5	2	48	31	0.857142857142857
chr3	195538544	195538874	195473637	195538544	-	MUC4	N	0	4	0	325	42	2.14285714285714	0.702855472176201	3	1	279	42	0.857142857142857
chr3	195586975	195587305	195563325	195586975	-	LOC101929697	N	0.798359465982548	16	2	179	18	2.42857142857143	3.7118531015812	12	8	154	15	0.619047619047619
chr3	195635580	195635910	195590234	195635580	-	TNK2	Y	5.44948289578361	77	50	1257	72	0.65546218487395	3.54234001292825	105	40	1547	63	1.10801393728223
chr3	195716850	195717180	195686791	195716850	-	SDHAP1	N	1.51359516616314	1	1	60	13	0.428571428571429	0	7	0	65	24	3.42857142857143
chr3	195808732	195809062	195776154	195808732	-	TFRC	N	18.3155144262263	181	575	3090	279	0.135416666666667	29.0804037352376	201	728	2464	257	0.11875367430923
chr3	195869476	195869806	195869806	195887761	+	LINC00885	N	1.32311546680421	3	3	123	22	0.428571428571429	0.596128946582119	5	1	91	19	1.28571428571429
chr3	195938008	195938338	195924322	195938008	-	ZDHHC19	N	0.551339375629406	4	1	75	22	1.07142857142857	0	3	0	84	42	1.71428571428571
chr3	195943352	195943682	195943682	195960301	+	SLC51A	N	0.778472563760275	7	2	129	65	1.14285714285714	0.545776960462367	7	2	184	80	1.14285714285714
chr3	196014323	196014653	195964615	196014323	-	PCYT1A	N	12.9350607537434	117	59	685	66	0.842857142857143	20.7216074398456	161	97	703	81	0.708454810495627
chr3	196044865	196045195	196018089	196044865	-	TCTEX1D2	Y	17.3148566279748	96	61	285	199	0.670506912442396	25.617472306143	141	95	300	288	0.633928571428572
chr3	196064991	196065321	196042955	196064991	-	TM4SF19-TCTEX1D2	Y	0.209361758726178	6	1	318	45	1.5	0.649532090487068	7	4	410	46	0.685714285714286
chr3	196045172	196045502	196045502	196052441	+	TM4SF19-AS1	Y	22.3282457723545	101	82	77	22	0.526678141135972	33.8499617806574	139	134	83	28	0.444444444444444
